expected output:	0.000000

achieved output:	0.129634
expected output:	0.000000

achieved output:	0.068173
expected output:	0.000000

achieved output:	0.132449
expected output:	0.000000

achieved output:	0.079706
expected output:	1.000000

achieved output:	0.105771
expected output:	0.000000

achieved output:	0.232664
expected output:	0.000000

achieved output:	0.101037
expected output:	1.000000

achieved output:	0.108588
expected output:	0.000000

achieved output:	0.076057
expected output:	1.000000

achieved output:	0.141674
expected output:	0.000000

achieved output:	0.142774
expected output:	0.000000

achieved output:	0.240349
expected output:	0.000000

achieved output:	0.128375
expected output:	0.000000

achieved output:	0.112612
expected output:	1.000000

achieved output:	0.122569
expected output:	1.000000

achieved output:	0.125771
expected output:	0.000000

achieved output:	0.164366
expected output:	0.000000

achieved output:	0.268380
expected output:	0.000000

achieved output:	0.231257
expected output:	0.000000

achieved output:	0.159512
expected output:	0.000000

achieved output:	0.093489
expected output:	0.000000

achieved output:	0.146683
expected output:	0.000000

achieved output:	0.098520
expected output:	0.000000

achieved output:	0.145342
expected output:	0.000000

achieved output:	0.230199
expected output:	0.000000

achieved output:	0.132833
expected output:	0.000000

achieved output:	0.185586
expected output:	0.000000

achieved output:	0.151817
expected output:	0.000000

achieved output:	0.083553
expected output:	0.000000

achieved output:	0.196336
expected output:	0.000000

achieved output:	0.134298
expected output:	0.000000

achieved output:	0.281120
expected output:	0.000000

achieved output:	0.113489
expected output:	0.000000

achieved output:	0.151742
expected output:	0.000000

achieved output:	0.141964
expected output:	0.000000

achieved output:	0.096808
expected output:	1.000000

achieved output:	0.105347
expected output:	0.000000

achieved output:	0.144816
expected output:	0.000000

achieved output:	0.093701
expected output:	1.000000

achieved output:	0.124374
expected output:	0.000000

achieved output:	0.077066
expected output:	1.000000

achieved output:	0.162640
expected output:	1.000000

achieved output:	0.179911
expected output:	0.000000

achieved output:	0.164041
expected output:	0.000000

achieved output:	0.175229
expected output:	0.000000

achieved output:	0.114687
expected output:	0.000000

achieved output:	0.121455
expected output:	0.000000

achieved output:	0.240711
expected output:	0.000000

achieved output:	0.123976
expected output:	1.000000

achieved output:	0.177742
expected output:	1.000000

achieved output:	0.301148
expected output:	0.000000

achieved output:	0.106147
expected output:	0.000000

achieved output:	0.128756
expected output:	0.000000

achieved output:	0.234141
expected output:	0.000000

achieved output:	0.221066
expected output:	0.000000

achieved output:	0.346812
expected output:	0.000000

achieved output:	0.225868
expected output:	0.000000

achieved output:	0.343512
expected output:	0.000000

achieved output:	0.147084
expected output:	0.000000

achieved output:	0.155748
expected output:	0.000000

achieved output:	0.113875
expected output:	1.000000

achieved output:	0.161289
expected output:	0.000000

achieved output:	0.174265
expected output:	0.000000

achieved output:	0.110712
expected output:	0.000000

achieved output:	0.190890
expected output:	1.000000

achieved output:	0.190185
expected output:	0.000000

achieved output:	0.146507
expected output:	0.000000

achieved output:	0.131359
expected output:	0.000000

achieved output:	0.130193
expected output:	0.000000

achieved output:	0.105392
expected output:	0.000000

achieved output:	0.126415
expected output:	1.000000

achieved output:	0.176315
expected output:	0.000000

achieved output:	0.160503
expected output:	0.000000

achieved output:	0.207400
expected output:	0.000000

achieved output:	0.214932
expected output:	0.000000

achieved output:	0.135925
expected output:	0.000000

achieved output:	0.082309
expected output:	0.000000

achieved output:	0.128160
expected output:	0.000000

achieved output:	0.103651
expected output:	0.000000

achieved output:	0.127063
expected output:	0.000000

achieved output:	0.110071
expected output:	0.000000

achieved output:	0.097703
expected output:	0.000000

achieved output:	0.135689
expected output:	0.000000

achieved output:	0.207326
expected output:	0.000000

achieved output:	0.087518
expected output:	0.000000

achieved output:	0.243317
expected output:	0.000000

achieved output:	0.153612
expected output:	0.000000

achieved output:	0.228795
expected output:	0.000000

achieved output:	0.157941
expected output:	1.000000

achieved output:	0.094425
expected output:	0.000000

achieved output:	0.115217
expected output:	0.000000

achieved output:	0.252092
expected output:	0.000000

achieved output:	0.221088
expected output:	0.000000

achieved output:	0.195122
expected output:	0.000000

achieved output:	0.095852
expected output:	0.000000

achieved output:	0.145360
expected output:	0.000000

achieved output:	0.131935
expected output:	0.000000

achieved output:	0.218702
expected output:	0.000000

achieved output:	0.120773
expected output:	0.000000

achieved output:	0.158821
expected output:	0.000000

achieved output:	0.217280
expected output:	0.000000

achieved output:	0.287121
expected output:	0.000000

achieved output:	0.150329
expected output:	0.000000

achieved output:	0.154765
expected output:	0.000000

achieved output:	0.190654
expected output:	0.000000

achieved output:	0.247008
expected output:	0.000000

achieved output:	0.152707
expected output:	0.000000

achieved output:	0.192442
expected output:	0.000000

achieved output:	0.149699
expected output:	0.000000

achieved output:	0.094163
expected output:	0.000000

achieved output:	0.137305
expected output:	1.000000

achieved output:	0.096607
expected output:	0.000000

achieved output:	0.155513
expected output:	0.000000

achieved output:	0.189470
expected output:	1.000000

achieved output:	0.153111
expected output:	0.000000

achieved output:	0.221981
expected output:	0.000000

achieved output:	0.132140
expected output:	0.000000

achieved output:	0.175099
expected output:	0.000000

achieved output:	0.172356
expected output:	0.000000

achieved output:	0.211888
expected output:	0.000000

achieved output:	0.140586
expected output:	1.000000

achieved output:	0.187616
expected output:	0.000000

achieved output:	0.139488
expected output:	0.000000

achieved output:	0.213653
expected output:	0.000000

achieved output:	0.139646
expected output:	0.000000

achieved output:	0.203254
expected output:	0.000000

achieved output:	0.190360
expected output:	0.000000

achieved output:	0.092984
expected output:	0.000000

achieved output:	0.246253
expected output:	0.000000

achieved output:	0.194761
expected output:	0.000000

achieved output:	0.188670
expected output:	0.000000

achieved output:	0.164566
expected output:	0.000000

achieved output:	0.159531
expected output:	0.000000

achieved output:	0.134098
expected output:	0.000000

achieved output:	0.197964
expected output:	0.000000

achieved output:	0.197081
expected output:	0.000000

achieved output:	0.147834
expected output:	1.000000

achieved output:	0.141797
expected output:	1.000000

achieved output:	0.138354
expected output:	0.000000

achieved output:	0.212836
expected output:	0.000000

achieved output:	0.177564
expected output:	0.000000

achieved output:	0.174991
expected output:	1.000000

achieved output:	0.274937
expected output:	0.000000

achieved output:	0.155882
expected output:	0.000000

achieved output:	0.220403
expected output:	1.000000

achieved output:	0.307272
expected output:	0.000000

achieved output:	0.155861
expected output:	0.000000

achieved output:	0.245357
expected output:	1.000000

achieved output:	0.127997
expected output:	0.000000

achieved output:	0.246899
expected output:	0.000000

achieved output:	0.159873
expected output:	0.000000

achieved output:	0.278458
expected output:	0.000000

achieved output:	0.199058
expected output:	0.000000

achieved output:	0.140413
expected output:	0.000000

achieved output:	0.186689
expected output:	0.000000

achieved output:	0.149646
expected output:	0.000000

achieved output:	0.182520
expected output:	0.000000

achieved output:	0.259447
expected output:	0.000000

achieved output:	0.213850
expected output:	0.000000

achieved output:	0.205898
expected output:	0.000000

achieved output:	0.137623
expected output:	1.000000

achieved output:	0.176087
expected output:	0.000000

achieved output:	0.146821
expected output:	0.000000

achieved output:	0.152120
expected output:	0.000000

achieved output:	0.092799
expected output:	0.000000

achieved output:	0.315087
expected output:	0.000000

achieved output:	0.153289
expected output:	0.000000

achieved output:	0.242700
expected output:	1.000000

achieved output:	0.138880
expected output:	0.000000

achieved output:	0.190470
expected output:	0.000000

achieved output:	0.239937
expected output:	0.000000

achieved output:	0.236756
expected output:	0.000000

achieved output:	0.187725
expected output:	0.000000

achieved output:	0.162751
expected output:	0.000000

achieved output:	0.203360
expected output:	0.000000

achieved output:	0.134753
expected output:	0.000000

achieved output:	0.163828
expected output:	0.000000

achieved output:	0.176568
expected output:	0.000000

achieved output:	0.280568
expected output:	0.000000

achieved output:	0.218486
expected output:	0.000000

achieved output:	0.244279
expected output:	0.000000

achieved output:	0.174652
expected output:	0.000000

achieved output:	0.185118
expected output:	0.000000

achieved output:	0.141885
expected output:	0.000000

achieved output:	0.170814
expected output:	1.000000

achieved output:	0.321715
expected output:	0.000000

achieved output:	0.130679
expected output:	0.000000

achieved output:	0.264832
expected output:	1.000000

achieved output:	0.235859
expected output:	0.000000

achieved output:	0.195265
expected output:	0.000000

achieved output:	0.160376
expected output:	0.000000

achieved output:	0.262667
expected output:	0.000000

achieved output:	0.171057
expected output:	0.000000

achieved output:	0.178631
expected output:	0.000000

achieved output:	0.113859
expected output:	0.000000

achieved output:	0.114449
expected output:	0.000000

achieved output:	0.135456
expected output:	0.000000

achieved output:	0.268815
expected output:	0.000000

achieved output:	0.155532
expected output:	0.000000

achieved output:	0.258251
expected output:	0.000000

achieved output:	0.131005
expected output:	0.000000

achieved output:	0.187431
expected output:	0.000000

achieved output:	0.212092
expected output:	0.000000

achieved output:	0.164855
expected output:	0.000000

achieved output:	0.152600
expected output:	0.000000

achieved output:	0.235737
expected output:	1.000000

achieved output:	0.152466
expected output:	1.000000

achieved output:	0.156125
expected output:	0.000000

achieved output:	0.162028
expected output:	0.000000

achieved output:	0.145731
expected output:	0.000000

achieved output:	0.125788
expected output:	0.000000

achieved output:	0.207854
expected output:	0.000000

achieved output:	0.189456
expected output:	1.000000

achieved output:	0.236314
expected output:	0.000000

achieved output:	0.199606
expected output:	0.000000

achieved output:	0.250923
expected output:	0.000000

achieved output:	0.169636
expected output:	0.000000

achieved output:	0.294432
expected output:	0.000000

achieved output:	0.089699
expected output:	0.000000

achieved output:	0.398741
expected output:	0.000000

achieved output:	0.195866
expected output:	0.000000

achieved output:	0.167570
expected output:	0.000000

achieved output:	0.326920
expected output:	0.000000

achieved output:	0.137953
expected output:	0.000000

achieved output:	0.171458
expected output:	0.000000

achieved output:	0.190162
expected output:	0.000000

achieved output:	0.247088
expected output:	1.000000

achieved output:	0.230739
expected output:	0.000000

achieved output:	0.149494
expected output:	0.000000

achieved output:	0.402572
expected output:	0.000000

achieved output:	0.288074
expected output:	0.000000

achieved output:	0.148959
expected output:	0.000000

achieved output:	0.303955
expected output:	0.000000

achieved output:	0.238588
expected output:	0.000000

achieved output:	0.310111
expected output:	0.000000

achieved output:	0.275392
expected output:	0.000000

achieved output:	0.193752
expected output:	0.000000

achieved output:	0.226454
expected output:	0.000000

achieved output:	0.269680
expected output:	0.000000

achieved output:	0.416145
expected output:	0.000000

achieved output:	0.114039
expected output:	0.000000

achieved output:	0.220378
expected output:	0.000000

achieved output:	0.269845
expected output:	0.000000

achieved output:	0.210135
expected output:	0.000000

achieved output:	0.218942
expected output:	0.000000

achieved output:	0.216950
expected output:	1.000000

achieved output:	0.196960
expected output:	1.000000

achieved output:	0.281099
expected output:	0.000000

achieved output:	0.184946
expected output:	0.000000

achieved output:	0.174544
expected output:	0.000000

achieved output:	0.161165
expected output:	0.000000

achieved output:	0.258442
expected output:	1.000000

achieved output:	0.133889
expected output:	0.000000

achieved output:	0.208807
expected output:	0.000000

achieved output:	0.163612
expected output:	0.000000

achieved output:	0.172992
expected output:	0.000000

achieved output:	0.295750
expected output:	0.000000

achieved output:	0.240630
expected output:	0.000000

achieved output:	0.150649
expected output:	0.000000

achieved output:	0.249139
expected output:	0.000000

achieved output:	0.184400
expected output:	0.000000

achieved output:	0.265764
expected output:	0.000000

achieved output:	0.329042
expected output:	0.000000

achieved output:	0.233343
expected output:	0.000000

achieved output:	0.184934
expected output:	0.000000

achieved output:	0.254876
expected output:	0.000000

achieved output:	0.250896
expected output:	0.000000

achieved output:	0.295586
expected output:	0.000000

achieved output:	0.190936
expected output:	0.000000

achieved output:	0.222309
expected output:	0.000000

achieved output:	0.166808
expected output:	0.000000

achieved output:	0.140352
expected output:	0.000000

achieved output:	0.175392
expected output:	0.000000

achieved output:	0.283674
expected output:	0.000000

achieved output:	0.185189
expected output:	0.000000

achieved output:	0.266789
expected output:	0.000000

achieved output:	0.136500
expected output:	0.000000

achieved output:	0.335017
expected output:	0.000000

achieved output:	0.120374
expected output:	0.000000

achieved output:	0.170016
expected output:	0.000000

achieved output:	0.164598
expected output:	0.000000

achieved output:	0.240848
expected output:	1.000000

achieved output:	0.190676
expected output:	0.000000

achieved output:	0.255847
expected output:	0.000000

achieved output:	0.206773
expected output:	0.000000

achieved output:	0.266809
expected output:	0.000000

achieved output:	0.227835
expected output:	0.000000

achieved output:	0.240503
expected output:	1.000000

achieved output:	0.190656
expected output:	0.000000

achieved output:	0.238252
expected output:	0.000000

achieved output:	0.187949
expected output:	0.000000

achieved output:	0.260512
expected output:	1.000000

achieved output:	0.214118
expected output:	0.000000

achieved output:	0.310036
expected output:	1.000000

achieved output:	0.162209
expected output:	1.000000

achieved output:	0.374425
expected output:	0.000000

achieved output:	0.289439
expected output:	0.000000

achieved output:	0.294609
expected output:	0.000000

achieved output:	0.217266
expected output:	0.000000

achieved output:	0.203296
expected output:	0.000000

achieved output:	0.162241
expected output:	0.000000

achieved output:	0.283209
expected output:	0.000000

achieved output:	0.223181
expected output:	1.000000

achieved output:	0.298690
expected output:	0.000000

achieved output:	0.183334
expected output:	0.000000

achieved output:	0.252940
expected output:	0.000000

achieved output:	0.254426
expected output:	0.000000

achieved output:	0.265752
expected output:	0.000000

achieved output:	0.182395
expected output:	0.000000

achieved output:	0.261909
expected output:	0.000000

achieved output:	0.259428
expected output:	0.000000

achieved output:	0.305807
expected output:	0.000000

achieved output:	0.128803
expected output:	0.000000

achieved output:	0.349017
expected output:	0.000000

achieved output:	0.278198
expected output:	0.000000

achieved output:	0.233191
expected output:	0.000000

achieved output:	0.237731
expected output:	0.000000

achieved output:	0.315004
expected output:	0.000000

achieved output:	0.256418
expected output:	1.000000

achieved output:	0.256506
expected output:	0.000000

achieved output:	0.209877
expected output:	0.000000

achieved output:	0.393808
expected output:	0.000000

achieved output:	0.158005
expected output:	0.000000

achieved output:	0.309911
expected output:	0.000000

achieved output:	0.114144
expected output:	0.000000

achieved output:	0.226651
expected output:	0.000000

achieved output:	0.210945
expected output:	0.000000

achieved output:	0.273882
expected output:	0.000000

achieved output:	0.244109
expected output:	0.000000

achieved output:	0.219035
expected output:	0.000000

achieved output:	0.151170
expected output:	1.000000

achieved output:	0.303261
expected output:	0.000000

achieved output:	0.133575
expected output:	0.000000

achieved output:	0.253603
expected output:	1.000000

achieved output:	0.200409
expected output:	1.000000

achieved output:	0.361454
expected output:	0.000000

achieved output:	0.267934
expected output:	0.000000

achieved output:	0.241533
expected output:	0.000000

achieved output:	0.248179
expected output:	0.000000

achieved output:	0.153208
expected output:	0.000000

achieved output:	0.207653
expected output:	0.000000

achieved output:	0.292027
expected output:	0.000000

achieved output:	0.201309
expected output:	1.000000

achieved output:	0.169214
expected output:	0.000000

achieved output:	0.266295
expected output:	1.000000

achieved output:	0.212671
expected output:	0.000000

achieved output:	0.300907
expected output:	0.000000

achieved output:	0.290390
expected output:	0.000000

achieved output:	0.131044
expected output:	0.000000

achieved output:	0.239689
expected output:	0.000000

achieved output:	0.209610
expected output:	0.000000

achieved output:	0.214730
expected output:	0.000000

achieved output:	0.318656
expected output:	1.000000

achieved output:	0.124196
expected output:	0.000000

achieved output:	0.103979
expected output:	0.000000

achieved output:	0.229775
expected output:	0.000000

achieved output:	0.166039
expected output:	0.000000

achieved output:	0.336382
expected output:	0.000000

achieved output:	0.186064
expected output:	0.000000

achieved output:	0.230178
expected output:	0.000000

achieved output:	0.208535
expected output:	0.000000

achieved output:	0.175926
expected output:	0.000000

achieved output:	0.294664
expected output:	0.000000

achieved output:	0.412271
expected output:	0.000000

achieved output:	0.250453
expected output:	0.000000

achieved output:	0.462618
expected output:	0.000000

achieved output:	0.188615
expected output:	0.000000

achieved output:	0.328788
expected output:	0.000000

achieved output:	0.196161
expected output:	0.000000

achieved output:	0.251340
expected output:	0.000000

achieved output:	0.153202
expected output:	0.000000

achieved output:	0.428264
expected output:	0.000000

achieved output:	0.149912
expected output:	0.000000

achieved output:	0.134025
expected output:	0.000000

achieved output:	0.278596
expected output:	0.000000

achieved output:	0.177081
expected output:	0.000000

achieved output:	0.415861
expected output:	0.000000

achieved output:	0.247998
expected output:	0.000000

achieved output:	0.208878
expected output:	0.000000

achieved output:	0.257027
expected output:	1.000000

achieved output:	0.150041
expected output:	0.000000

achieved output:	0.267016
expected output:	0.000000

achieved output:	0.217798
expected output:	0.000000

achieved output:	0.269764
expected output:	1.000000

achieved output:	0.270024
expected output:	0.000000

achieved output:	0.330577
expected output:	0.000000

achieved output:	0.308091
expected output:	1.000000

achieved output:	0.275038
expected output:	0.000000

achieved output:	0.209068
expected output:	0.000000

achieved output:	0.356285
expected output:	0.000000

achieved output:	0.229157
expected output:	1.000000

achieved output:	0.326995
expected output:	1.000000

achieved output:	0.169635
expected output:	0.000000

achieved output:	0.247216
expected output:	0.000000

achieved output:	0.509237
expected output:	0.000000

achieved output:	0.261784
expected output:	0.000000

achieved output:	0.199395
expected output:	0.000000

achieved output:	0.271550
expected output:	0.000000

achieved output:	0.514686
expected output:	0.000000

achieved output:	0.129780
expected output:	0.000000

achieved output:	0.457040
expected output:	0.000000

achieved output:	0.311539
expected output:	0.000000

achieved output:	0.252737
expected output:	1.000000

achieved output:	0.277218
expected output:	0.000000

achieved output:	0.168061
expected output:	0.000000

achieved output:	0.185056
expected output:	0.000000

achieved output:	0.143871
expected output:	1.000000

achieved output:	0.204613
expected output:	0.000000

achieved output:	0.235197
expected output:	0.000000

achieved output:	0.359183
expected output:	0.000000

achieved output:	0.180858
expected output:	0.000000

achieved output:	0.246204
expected output:	1.000000

achieved output:	0.145186
expected output:	0.000000

achieved output:	0.262968
expected output:	0.000000

achieved output:	0.235078
expected output:	0.000000

achieved output:	0.309469
expected output:	0.000000

achieved output:	0.213158
expected output:	0.000000

achieved output:	0.198806
expected output:	0.000000

achieved output:	0.221071
expected output:	0.000000

achieved output:	0.231972
expected output:	0.000000

achieved output:	0.238355
expected output:	1.000000

achieved output:	0.161512
expected output:	0.000000

achieved output:	0.221708
expected output:	0.000000

achieved output:	0.167501
expected output:	0.000000

achieved output:	0.233531
expected output:	0.000000

achieved output:	0.291743
expected output:	0.000000

achieved output:	0.325741
expected output:	0.000000

achieved output:	0.158801
expected output:	1.000000

achieved output:	0.358685
expected output:	1.000000

achieved output:	0.246310
expected output:	0.000000

achieved output:	0.344170
expected output:	0.000000

achieved output:	0.310233
expected output:	0.000000

achieved output:	0.202702
expected output:	0.000000

achieved output:	0.175396
expected output:	0.000000

achieved output:	0.238180
expected output:	0.000000

achieved output:	0.248665
expected output:	0.000000

achieved output:	0.187592
expected output:	0.000000

achieved output:	0.149345
expected output:	0.000000

achieved output:	0.125807
expected output:	0.000000

achieved output:	0.243505
expected output:	0.000000

achieved output:	0.346052
expected output:	0.000000

achieved output:	0.359267
expected output:	0.000000

achieved output:	0.154113
expected output:	0.000000

achieved output:	0.278276
expected output:	1.000000

achieved output:	0.274751
expected output:	1.000000

achieved output:	0.188657
expected output:	0.000000

achieved output:	0.314905
expected output:	1.000000

achieved output:	0.203030
expected output:	0.000000

achieved output:	0.242502
expected output:	0.000000

achieved output:	0.165243
expected output:	0.000000

achieved output:	0.161444
expected output:	0.000000

achieved output:	0.315666
expected output:	0.000000

achieved output:	0.137978
expected output:	0.000000

achieved output:	0.177928
expected output:	0.000000

achieved output:	0.186774
expected output:	0.000000

achieved output:	0.391033
expected output:	0.000000

achieved output:	0.279362
expected output:	0.000000

achieved output:	0.356540
expected output:	0.000000

achieved output:	0.381830
expected output:	0.000000

achieved output:	0.137455
expected output:	0.000000

achieved output:	0.381860
expected output:	0.000000

achieved output:	0.257267
expected output:	0.000000

achieved output:	0.514901
expected output:	0.000000

achieved output:	0.174403
expected output:	0.000000

achieved output:	0.223047
expected output:	0.000000

achieved output:	0.191751
expected output:	0.000000

achieved output:	0.205982
expected output:	0.000000

achieved output:	0.188293
expected output:	0.000000

achieved output:	0.233274
expected output:	0.000000

achieved output:	0.169765
expected output:	1.000000

achieved output:	0.223628
expected output:	0.000000

achieved output:	0.196941
expected output:	1.000000

achieved output:	0.226697
expected output:	0.000000

achieved output:	0.212660
expected output:	0.000000

achieved output:	0.320217
expected output:	1.000000

achieved output:	0.250082
expected output:	0.000000

achieved output:	0.111117
expected output:	0.000000

achieved output:	0.219454
expected output:	0.000000

achieved output:	0.286072
expected output:	0.000000

achieved output:	0.162204
expected output:	0.000000

achieved output:	0.275579
expected output:	0.000000

achieved output:	0.282330
expected output:	0.000000

achieved output:	0.209492
expected output:	0.000000

achieved output:	0.216369
expected output:	0.000000

achieved output:	0.228054
expected output:	0.000000

achieved output:	0.262342
expected output:	0.000000

achieved output:	0.261959
expected output:	0.000000

achieved output:	0.204533
expected output:	0.000000

achieved output:	0.305087
expected output:	1.000000

achieved output:	0.323034
expected output:	1.000000

achieved output:	0.262056
expected output:	0.000000

achieved output:	0.261135
expected output:	0.000000

achieved output:	0.374139
expected output:	1.000000

achieved output:	0.288809
expected output:	0.000000

achieved output:	0.093622
expected output:	0.000000

achieved output:	0.238463
expected output:	0.000000

achieved output:	0.206787
expected output:	0.000000

achieved output:	0.173853
expected output:	0.000000

achieved output:	0.254206
expected output:	0.000000

achieved output:	0.287815
expected output:	0.000000

achieved output:	0.238778
expected output:	0.000000

achieved output:	0.292034
expected output:	0.000000

achieved output:	0.255085
expected output:	0.000000

achieved output:	0.284292
expected output:	0.000000

achieved output:	0.224276
expected output:	0.000000

achieved output:	0.222397
expected output:	0.000000

achieved output:	0.334825
expected output:	0.000000

achieved output:	0.306117
expected output:	0.000000

achieved output:	0.342521
expected output:	1.000000

achieved output:	0.344750
expected output:	1.000000

achieved output:	0.228318
expected output:	0.000000

achieved output:	0.260932
expected output:	0.000000

achieved output:	0.155260
expected output:	0.000000

achieved output:	0.402108
expected output:	0.000000

achieved output:	0.218201
expected output:	0.000000

achieved output:	0.140247
expected output:	0.000000

achieved output:	0.277639
expected output:	0.000000

achieved output:	0.233054
expected output:	0.000000

achieved output:	0.268609
expected output:	0.000000

achieved output:	0.175163
expected output:	0.000000

achieved output:	0.147245
expected output:	0.000000

achieved output:	0.209168
expected output:	0.000000

achieved output:	0.125530
expected output:	0.000000

achieved output:	0.245930
expected output:	1.000000

achieved output:	0.287854
expected output:	0.000000

achieved output:	0.188043
expected output:	0.000000

achieved output:	0.177461
expected output:	0.000000

achieved output:	0.318986
expected output:	0.000000

achieved output:	0.183800
expected output:	0.000000

achieved output:	0.324768
expected output:	1.000000

achieved output:	0.207393
expected output:	0.000000

achieved output:	0.223451
expected output:	0.000000

achieved output:	0.407857
expected output:	0.000000

achieved output:	0.229759
expected output:	0.000000

achieved output:	0.378718
expected output:	0.000000

achieved output:	0.261711
expected output:	0.000000

achieved output:	0.230366
expected output:	0.000000

achieved output:	0.135592
expected output:	0.000000

achieved output:	0.198747
expected output:	0.000000

achieved output:	0.293268
expected output:	0.000000

achieved output:	0.225126
expected output:	1.000000

achieved output:	0.173727
expected output:	0.000000

achieved output:	0.281035
expected output:	0.000000

achieved output:	0.199161
expected output:	0.000000

achieved output:	0.208850
expected output:	0.000000

achieved output:	0.370781
expected output:	1.000000

achieved output:	0.169528
expected output:	0.000000

achieved output:	0.237141
expected output:	0.000000

achieved output:	0.406066
expected output:	0.000000

achieved output:	0.213652
expected output:	0.000000

achieved output:	0.194478
expected output:	0.000000

achieved output:	0.209736
expected output:	0.000000

achieved output:	0.307371
expected output:	0.000000

achieved output:	0.302924
expected output:	0.000000

achieved output:	0.241486
expected output:	1.000000

achieved output:	0.279992
expected output:	0.000000

achieved output:	0.368590
expected output:	0.000000

achieved output:	0.241295
expected output:	0.000000

achieved output:	0.321243
expected output:	0.000000

achieved output:	0.264371
expected output:	0.000000

achieved output:	0.296779
expected output:	0.000000

achieved output:	0.164367
expected output:	0.000000

achieved output:	0.288434
expected output:	0.000000

achieved output:	0.177873
expected output:	0.000000

achieved output:	0.132921
expected output:	0.000000

achieved output:	0.234343
expected output:	0.000000

achieved output:	0.124362
expected output:	0.000000

achieved output:	0.137815
expected output:	0.000000

achieved output:	0.301875
expected output:	0.000000

achieved output:	0.258900
expected output:	0.000000

achieved output:	0.153558
expected output:	0.000000

achieved output:	0.251619
expected output:	0.000000

